店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
五谷渔粉,102330576,米粉,五谷渔粉,1871137,http://p1.meituan.net/poi/e271fba5e5fc88d13cc8ec655d63913670270.png,5,11,10.9,郑东新区CBD,166,34.77158,113.719898,金水区商务内环丹尼斯三天地东侧（五行嘉园D座6号楼003）,,"1358,1357,",,单人餐10.9元起;27代30元;,周一至周日 09:00-21:00  非营业时段 2018-02-12至2018-02-22 全天,0371-60309839/13526634103,38906,,,False,1,146,38906,False,False
秦云老太婆摊摊面(瀚海北金店),52510861,快餐,,0,,5,15,9.9,瀚海北金,166,34.808981,113.665823,金水区文化路与北三环交叉口东南角瀚海北金一楼西南角（屈臣氏斜对面）,1,,,9.9元单人A套餐，14元秦云老太婆摊摊面炸酱面（粉），14.9元单人餐，19.9元牛肉面/粉1份 新;45代50元;,周一至周日 10:00-21:30,18737141699/15638501182,38519,,,False,0,0,38519,True,False
桥家园正宗云南过桥米线(曼哈顿广场店),2187301,过桥米线,桥家园米线,660452,,3.5,22,22.9,曼哈顿广场,166,34.76169,113.70703,金水区金水路与未来路交叉口曼哈顿广场A区1231号（海鲜夜市广场对面西北角）,1,"1356,1357,",,单人餐22.9元，双人餐54.9元;90代100元;,周一至周日 10:00-22:30  2019-02-02至2019-02-12 休息,0371-86601860,38482,桥家园正宗云南过桥米线坐落于河南省会郑州，是一家集食品研究与技术开发、餐饮项目连锁加盟、餐饮咨询与策划服务、营销推广于一体的中式快餐（ 正宗云南过桥米线 ） 连锁企业，宗旨是“雕琢厨艺，服务大众”，把高超的技艺融合到中式快餐，使之看似普通却透出与众不同，口感独特，店内环境整洁优雅，深受消费者喜爱,,False,1,84,38482,True,False
皇宫大酒店,886986,豫菜,皇宫大酒店,830682,http://p0.meituan.net/poi/c4167bb2b6be89474131cc3add6aa68491247.png,3.8,74,0,省电视台,166,34.797428,113.691924,金水区经三路与鑫苑路交叉口西北角,,"4516,",免费提供800个停车位,,周一至周日 09:30-21:30,0371-68566666/68588888,38416,,,False,1,0,38416,True,False
韩风源自助烤肉(美景万科店),171884411,烤肉自助,韩风源烧烤涮自助餐厅,1146928,http://p1.meituan.net/poi/d563c2fb0ed75275713142adac9ff85215711.png,5,62,1,北大学城,169,34.858513,113.645524,惠济区文化路与英才街交叉口西南角美景万科广场五层,5,,,单人午/晚餐1元，单人午餐51.9元，单人午/晚餐56元，单人午餐59.9元，单人晚餐66.9元;39.9代69元;,"周一至周五 11:30-14:30 18:00-21:30 周六,周日 11:00-22:00",0371-63370030,38529,,,False,0,976,38529,False,False
小龙坎老火锅(国贸店),152700561,四川火锅,小龙坎,2883441,http://p0.meituan.net/poi/108c210fe9a4ae636e2711fa68841da394319.png,5,82,95,国贸360,166,34.783521,113.68079,金水区花园路与丰产路交叉口向西50米路南,,"4527,",,双人餐128元;95代100元;,周一至周日 10:00-00:00,0371-55022866,38266,,,False,0,165,38266,True,False
方燕烤猪蹄(沃金店),69981462,猪脚,,0,,4.4,12,8.98,沃金/山顶福都,3254,34.562009,113.858582,中牟县郑港四街与郑港七路交叉口沃金商业广场负一楼音乐喷泉北侧,,"4541,",,8.9元鸡翅包饭一份，10.9元猪蹄一份，19.8元单人餐，21.8元精品双人餐;,周一至周日 10:30-23:00,13015512133,38076,方燕烤猪蹄,,False,1,96,38076,True,False
57度湘(国贸360广场店),4424580,湘菜,,0,,4.4,88,91.8,国贸360,166,34.784076,113.679382,金水区花园路39号国贸360广场中心圆Ｄ301,3,"4527,",有停车位,每满100减8.2（买单立享）;双人餐163元起，3-4人餐297元，3-4人餐307元;91.8代100元;,周一至周日 11:00-21:30,0371-68615757,37845,,,False,1,12,37845,True,False
德克士(万达广场店),4455580,快餐,德克士,23806,http://p1.meituan.net/poi/494fa71899e7f00eb7a32cd83495de9575988.png,4.1,30,5.5,二七万达,167,34.718345,113.642978,二七区大学南路8号万达广场金街1层,1,,,5.5元香辣鸡翅，11元双份招牌咔滋薯霸，13元咔滋薯霸(中），15元食味炸鸡，15元能量小食套餐，16元孜然鸡柳2次量贩，24元香酥双鸡堡，25元双堡套餐，26元超值单人餐A，30元霸王手枪腿B餐，35元NBA能量小食盒，37元霸王手枪腿A餐，39元一桶都是腿，48元好食成双套餐，48元欢享双人餐A，58元霸王手枪腿堡，79元三人套餐，79元霸王双人桶;,周一至周日 10:00-22:00,0371-86665866/86665766,37615,德克士，连锁快餐店，其炸鸡起源于美国南部的德克萨斯州，1994年出现在中国成都。1996年，顶新集团将德克士收购，并投入5000万美元，健全经营体系，完善管理系统，并重新建立了CIS系统，使其成为顶新集团继“康师傅”之后的兄弟品牌。德克士炸鸡采用开口锅炸制，鸡块具有金黄酥脆、鲜美多汁的特点。其脆皮炸鸡在中国快餐界颇具盛名。,,False,1,0,37615,True,False
太兴餐厅(华润万象城店),4287496,茶餐厅,太兴餐厅,413739,http://p0.meituan.net/poi/ee6d5488b9c8a15a10d9bf8984f10886209412.png,3.9,72,89,万象城,167,34.754909,113.662801,二七区民主路10号华润万象城B1层,-1,"1353,",有停车位,89代100元;,"周六,周日 11:00-21:30  周一至周五 11:00-21:00",0371-86256088,37459,源自香港的太兴饮食集团，正以其时尚、个性、文化的餐饮新概念，配之别具一格的装修风格，亲切专业的服务理念，优质美味的潮流食品， 25年的坚持吸引越来越多的时尚男女；随着在香港、深圳、北京、杭州、上海、沈阳、广州、济南、天津、南宁、大连、武汉、海口、郑州及新加坡等市场的崭露头角，并将逐鹿多个内地时尚城市，成为家喻户晓的时尚品牌。 一杯冰镇原味奶茶 一份明炉烧鹅 一段香江岁月… 来太兴吧，品尝美食，感受文化， 和自己的味蕾谈恋爱吧…,,False,1,188,37459,True,False
醉巴鲜烤鱼(锦艺城购物C区店),66552436,烤鱼,,0,,5,51,85,锦艺城,165,34.763265,113.605375,中原区棉纺路与秦岭路交叉口东100米路北锦艺城购物中心C区5层,5,"1347,",,每满100减15（买单立享）;双人餐99元，2-3人餐139元，4-5人餐179元，5-6人餐218元;85代100元;,"周一至周四,周日 09:30-21:30  周五,周六 09:30-22:00",0371-60202056,37386,茂润烤鱼外皮香脆，肉质软嫩、色泽金黄味而鲜美、营养丰富，具有部分药理作用的突出特点。在烹制过程中，烤鱼采用了多达数十种的香料及调料，将清理过的鲜活鱼进行侵、腌、泡，在煎烤过程中科学运用火候并一气呵成，有效防止了因低、高温对营养带来的损失，使鱼鲜香、味美的同时更保持了营养**化。一经出现即掀起了消费热潮，深厚大众的喜爱,,False,0,267,37386,True,False
咖巴伊牛排,41872990,牛排,,0,,3.9,55,49,星月时代广场,3252,34.75554,112.98698,巩义市新兴路淘宝城2楼,,,免费提供3个停车位,单人餐49元起，双人餐128元，4人餐195元;86.9代100元;,周一至周日 10:30-22:30,0371-68161888,37356,,,False,0,102,37356,True,False
额尔敦传统涮(人和路店),112543687,牛羊肉火锅,,0,,4.8,74,88,升龙广场,167,34.72764,113.64097,二七区淮河路人和路交叉口向南200米路西,,,,4人餐268元，6人餐388元;88代100元;,周一至周日 10:00-23:30,0371-55005525,37324,,,False,0,178,37324,False,False
尚渔湾烤鱼(德化无限城店),79668355,烤鱼,,0,,4.5,55,79,火车站/二七广场,167,34.748846,113.666073,二七区福寿街二七广场步行街德化无限城5楼美食区,5,"1353,1352,",,每满100减15（买单立享）;双人餐88元，2-3人餐136元，2-3人餐139元，4-5人餐179元，6人餐249元;79代100元;,周一至周日 10:00-22:00  2019-02-01至2019-02-10 休息,0371-66856088,37321,,,False,0,330,37321,False,False
蜀江烤鱼(中原店),4959010,烤鱼,蜀江烤鱼,28777,http://p0.meituan.net/poi/4b38fc8b8884fe1e3160743523a8689787240.png,3.6,68,9.9,中原万达,165,34.746083,113.6017,中原区中原中路171号万达广场室内步行街三层3020、3021A号,3,,,9折（买单立享）;1-2人餐9.9元，双人餐148元，4人餐208元，单人餐500元起;90代100元;,周一至周日 11:00-21:30,0371-55638696,37116,蜀江烤鱼。,,False,1,34,37116,True,False
麦多和馅饼(关虎屯店),2186206,快餐,麦多和馅饼,1190178,,4.8,6,8.5,国贸360,166,34.783367,113.67878,金水区丰产路19号丹尼斯丰产店关虎屯生活广场一楼（近经五路）,1,"4527,",,8.5代10元，16.6代20元;,周一至周日 08:00-20:00,18137115122,37066,,,False,1,85,37066,True,False
西树泡芙(锦艺城购物B区店),4453968,蛋糕,,0,,4.3,35,40,锦艺城,165,34.762143,113.610331,中原区棉纺西路23号锦艺城购物中心B区4层4-07号,4,"4664,1347,",,40元摩提礼盒（6个）;,周一至周日 10:00-22:30,0371-86237566,36920,,,False,1,2,36920,True,False
百度饮品(德化店),94890170,饮品店,,0,,5,6,2.8,火车站/二七广场,167,34.750363,113.664746,二七区二七区百年德化风情购物公园德化街6道巷24号,一,"1353,1352,",,2.8元圣代，2.9元柠檬水，4.9元奶茶;7.9代10元;,周一至周日 09:00-21:30  2019-02-01至2019-02-12 休息,13600165498,36867,,,False,0,47,36867,True,False
豪泰来中西餐厅(瑞达路店),2187756,中西餐厅,豪爽来,1017220,http://p0.meituan.net/poi/134d5753125ee0f76909465df3c5fd1117415.png,4.2,49,49.9,高新区,7397,34.805551,113.568649,高新区瑞达路与科学大道交叉口向南100米路东,,,,单人餐49.9元，双人餐118元起，4人餐218元;90代100元;,周一至周日 10:30-21:30  2019-02-04至2019-02-08 休息,0371-60395558,36831,,,False,1,68,36831,True,False
杨国有麻辣烫,40086439,麻辣烫,,0,,4.1,15,10.8,二七万达,167,34.719267,113.642477,二七区二七万达金街北段113号（百度饮品对面）,1,,,10.8代13元，16.8代20元，24.6代30元，32.6代40元;,周一至周日 08:00-23:00,15776260678/18749437770,36721,,,False,1,26,36721,True,False
久久一品大虾(高坡岩店),51870263,火锅,,0,,4,44,79,华南城/高坡岩,3249,34.611226,113.711248,新郑市双湖大道高坡岩村（西一街）第二人民医院东,,,免费提供10个停车位,每满100减12（买单立享）;2-3人餐79元，4-6人餐128元，6-8人餐178元;88代100元;,周一至周日 11:00-14:30 17:00-22:30,0371-62596359,36662,,,False,1,0,36662,True,False
爱渔家烤鱼(建文店),94674086,烤鱼,,0,,5,45,50,建文新世界,166,34.774844,113.668602,金水区黄河路与文化路交叉口向东100米路北中孚大厦二楼（韩风源自助餐隔壁）,,,,双人餐109元，2-3人餐128元，4-5人餐159元，6人餐249元;50代100元，79代100元;,周一至周日 10:00-22:00,0371-55955077,36695,,,False,0,305,36695,True,False
醉巴鲜烤鱼(熙地港店),152405134,烤鱼,,0,,4.7,54,85,熙地港/王府井,166,34.784986,113.716892,金水区农业东路与众意西路交叉口熙地港购物中心4楼,4,,,每满100减15（买单立享）;双人餐99元，2-3人餐139元，4-5人餐179元，5-6人餐218元;85代100元;,周一至周日 10:30-22:30,0371-55209996,36509,,,False,1,381,36509,False,False
龙太极火锅(高新区店),156746479,重庆火锅,,0,,5,50,69,高新区,7397,34.824546,113.551657,高新区石楠路金梭路交叉口（原合欢街德庄火锅店）,,"4672,",,双人餐109元，4人餐209元;69代100元，85代100元;,周一至周日 10:00-22:00,0371-66235588,36410,,,False,1,462,36410,False,False
红浪宇火锅(秦岭路旗舰店),6961365,汤锅,,0,,4.5,51,88,西元国际广场,165,34.758852,113.60372,中原区建设西路与秦岭路交叉口北200米路东,,"1347,",免费提供8个停车位,每满100减12（买单立享）;双人餐98元，4人餐168元，6人餐238元;88代100元;,周一至周日 11:00-14:30 17:00-03:00,0371-56677222,36358,,,False,0,113,36358,True,False
王婆大虾(龙湖旗舰店),40170890,海鲜火锅,王婆大虾,796533,http://p1.meituan.net/poi/f6e746a648faa1a04ea79f0bc9058ede56012.png,4,38,78,华南城/高坡岩,3249,34.611167,113.71306,新郑市龙湖镇双湖大道第二人民医院东行220米路北,,,免费提供5个停车位,2-3人餐78元，2-4人餐98元，2-3人餐99元，4-6人餐148元，6-8人餐188元;88代100元;,周一至周日 09:30-14:30 17:00-22:00,0371-62613099,36304,,,False,1,59,36304,True,False
佳客来牛排(洧水路店),5738810,牛排,佳客来,204252,http://p1.meituan.net/poi/08c88b324bb987790e6c5c74e8a6298b18355.png,3.9,38,26.6,炎黄广场,3249,34.3931,113.73908,新郑市洧水路与中华路向西400米路北（恒丰快捷宾馆斜对面）,,,免费提供3个停车位,单人餐26.6元起，双人餐81.9元起，4人餐218.9元;,周一至周日 09:00-22:00,0371-62687878,36262,佳客来首家店于1998年1月8日在福州建立，迄今为止，在全国五十多个大中城市开设了近百家连锁餐厅，每年为超过1800万的忠实顾客服务，是国内规模巨大、发展迅速的餐饮连锁品牌之一。,,False,0,42,36262,True,False
许三酱牛肉(政通路店),2183116,其他中餐,许三酱牛肉,1010543,http://p0.meituan.net/poi/c90535280d6c2f3bb12c44166cdcb77044598.png,4.6,20,18.8,长途客运总站,167,34.72469,113.651764,二七区政通路庆丰街交叉口向西100米路南（近政通路）,,,停车位收费标准：店前可短时停车,208元精品礼盒套餐;18.8代20元;,周一至周日 08:00-13:30 15:30-20:00,13598891435,36243,,,False,1,51,36243,True,False
上海生煎(龙湖店),90673313,生煎,,0,,5,11,11,龙湖广场/升达大学,3249,34.598369,113.687923,新郑市龙湖镇文昌路豪爽来中西餐厅向南10米路东,,"4539,",免费提供10个停车位,11元生煎肉粥单人餐，13元生煎南瓜沙单人餐，16.1元生煎馄饨单人餐，29.9元双人餐;,周一至周日 10:30-21:00,15249680252,36105,,,False,1,25,36105,True,False
豪派牛排自助餐厅,92645649,综合自助,,0,,3.7,55,56.8,祭城/大旺城,166,34.779366,113.769149,金水区心怡路与畅和街交叉口西100米路南（大旺城对面）,,,,单人午/晚餐56.8元起;,周一至周日 10:30-15:00 16:30-22:00  2019-02-01至2019-02-09 休息,0371-55695167,36050,,,False,0,109,36050,True,False
阿明煲仔饭(二七万达店),4152793,快餐,,0,,3.9,20,21.5,二七万达,167,34.717063,113.642208,二七区人和路二七万达金街3号门南50米路西（那加米皮对面）,,,,21.5元阿明煲仔饭单人餐[复制]，27.9元阿明特色串烧，46.5元阿明煲仔饭双人餐;,周一至周日 11:00-21:00,0371-86569297,35957,,,False,1,16,35957,True,False
林记盆景鱼火锅(伊河路店),886462,鱼火锅,林记盆景鱼火锅,649962,http://p1.meituan.net/poi/__49883268__6979929.png,4,57,185,裕达国贸,165,34.742765,113.622324,中原区工人路与伊河路向东100米路北伊河大厦1楼,,,免费停车,185代200元，365代400元，850代1000元;,周一至周日 11:00-14:00 17:00-22:00,0371-67712277/67712288,35869,,,False,0,41,35869,False,False
重庆九炉天下火锅总店,5665470,四川火锅,,0,,4,50,88,康桥商务广场,168,34.735355,113.690103,管城回族区城东路与货站街交叉口向南200米路西,,"4520,",免费提供20个停车位,每满100减12（买单立享）;双人餐99元，3-4人餐159元，5-6人餐239元;88代100元;,周一至周日 11:00-14:00 18:00-22:00,0371-66815559/66835559,35863,重庆九炉天下火锅是一家时尚清新的火锅品牌店，店内装修清新淡雅，却不失时尚的气息，细致入微的服务给来这里的客人留下了深刻的印象，独特的美味更是让顾客流连忘返。邀上亲朋好友，一起来这里享受欢乐时光吧,,False,0,51,35863,True,False
豪佳香牛排·披萨(黄河路店),1394754,披萨,豪佳香牛排人文咖啡馆,1016308,,4.2,52,62,健康路/零零茂,166,34.774505,113.661766,金水区黄河路89号,,,商家服务：免费提供20个停车位,单人餐62元，双人餐128元起，3人餐138元;95代100元;,周一至周日 10:30-01:00,0371-63872333,35748,一九九三年，董事长张茂豪先生从台湾来到厦门，与朋友共同投资，在思明北路创建了厦门牛排餐饮店。近十年的发展，以“豪”字为首的牛排餐饮店已拥有几十家分店，名声享誉全国。 2003年豪佳香成立以来，依靠豪佳香总部营运中心和现代化食品加工厂，先进的物流配送中心，人力资源培训基地，立体的管理架构保证了豪佳香的稳步发展，受到了全国市场的认可与青睐，逐步树立了豪佳香的良好品牌形象，豪佳香成为中国餐饮行业最富活力的品牌之一。 豪佳香，聘请台湾名师主厨，钢琴现场伴奏，免费自助沙拉，以温馨幽雅的环境，快捷独到的服务，风味独特的配方，适中适宜的价格，赢得广大消费者的青睐，目前已在福建厦门、泉州 、漳州、郑州、柳州、上海、烟台等地开设了几十家分店，并在厦门殿前工业区建立有自己的物流配送中心，罐头配料加工厂，形成集团化、连锁企业管理模式,,False,1,97,35748,True,False
呐喊的炒鸡(索凌路郑州总店),62585102,私房菜,,0,,4.8,28,63,普罗旺世/庙李,166,34.816713,113.638895,金水区索凌路与信基路交叉口向北100米路西,,,免费提供2个停车位,2-3人餐63元，3-4人餐83元，5-6人餐93元;,周一至周日 08:00-23:00  非营业时段 2018-02-12至2018-02-22 全天,13526790535,35737,,,False,1,127,35737,True,False
老五滋补羊肉汤烩面馆(健康路店),2184568,烩面,,0,,3.9,23,16.9,健康路/零零茂,166,34.7724,113.664,金水区健康路与同乐路交叉口向北10米路西,,,,16.9元单人餐A，33元双人餐;42代50元;,周一至周日 10:00-23:00,0371-63969257/13603846616,35696,,,False,1,22,35696,True,False
王婆大虾(西元国际店),93865785,虾蟹火锅,王婆大虾,796533,http://p1.meituan.net/poi/f6e746a648faa1a04ea79f0bc9058ede56012.png,4.4,45,85,西元国际广场,165,34.757783,113.601385,中原区西元国际广场4楼,4,"1347,",,2-3人餐85元，2-3人餐86元，96元虾，4人餐109元，3-4人餐119元，139元虾，6人餐169元，8人餐288元;88代100元;,周一至周日 11:00-22:00,0371-61955966,35653,,,False,1,178,35653,False,False
华莱士(荥阳店),1094508,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.3,16,3.99,建业购物广场,3253,34.787267,113.403591,荥阳市索河西路与工业南路交叉口向西100米路南建行隔壁（广武路东）,,,,3.9元台式鸡排，3.9元香辣孜然鸡柳，11.9元香辣鸡排堡套餐，15元香辣鸡排堡，15元香辣鸡排堡套餐，19.9元蜜汁手扒鸡套餐，20元超值套餐，26.9元新品优享套餐，29.8元缤纷多肉桶;,周一至周日 09:00-22:00,0371-60250028,35651,华莱士食品有限公司成立于2001年，总部位于福建省福州市，是中国民族西式快餐行业的领先者，持续致力于打造一流的食品服务和供应平台。 2001年1月，华莱士创始人“华氏兄弟”创建了**家餐厅——福州师大餐厅；十多年来，华莱士不断壮大，已发展为目前中国本土**的食品服务企业。截至目前，先后在全国27个省市区开设连锁餐厅，服务顾客3亿人次。 华莱士倡导绿色、环保、健康的服务理念，公司旗下的各款产品，美味与品质兼具，时尚与创意领先，深受广大消费者青睐。公司总部拥有强大的管理体系和丰富的市场营运经验，在管理模式上，公司通过流程化的营运平台，集产品开发、生产、销售、联合供应为一体，引进西方的餐饮技术结合中式管理模式，使其更符合中国市场的需求。联合百事公司、雀巢公司、利华公司、泰森公司等国内外知名品牌供应商，打造高质量、高标准、规范化的连锁统一管理，对食品服务各环节进行全程管控；公司文化上，华莱士尊崇“简单&分享”的企业理念，倡导有效工作，轻松生活，简单为人。整洁的就餐环境，便携的产品组合，简洁的形象包装，大众化的食品定价是华莱士人践行环保、厉行简约、乐于分享的一贯倡举；公司通过员工合作联营的模式，将成果与员工分享，真正让员工成为公司的股东，最终实现企业品牌价值的可持续、内生式发展势头。 让顾客满意，是我们永恒的追求；顾客的肯定，是我们不懈的动力！ 分享成就未来！公司秉持“简单&分享”的企业理念，本着便捷、亲和、周到的服务宗旨，致力于 “让平凡人吃得更好”的神圣使命！华莱士正努力朝着百城万店的宏图蓝图全力迈进，真正实现“有华人的地方就有华莱士”的美好愿景。,,False,1,135,35651,True,False
农夫大盘鸡(北大学城店),5951534,新疆菜,农夫大盘鸡,233788,http://p1.meituan.net/poi/964a7fe8d75bbc55d4e162baef4d79b010338.png,4.2,24,55.9,北大学城,169,34.85926,113.653056,惠济区英才街与桂园南街交叉口西南角（好时光网络附近）,,,,2-3人餐62元，4人餐75元，6人餐105元;55.9代64元;,周一至周日 10:30-23:00,15938740652/18203639198,35548,农夫大盘鸡是当地知名商家，专营特色大盘鸡，挺火爆的馆子，大盘鸡是“招牌”，口味分“红烧、微辣、中辣、特辣”几种，分量充足 ，皮带面免费，好吃不容错过。,,False,0,14,35548,True,False
美哩很·方城炝锅烩面(蓝堡湾店),76719158,烩面,,0,,4.1,14,13.8,金水万达/蓝堡湾,166,34.79712,113.672896,金水区东风路与文博东路交叉口向南50米路东（乐途宾馆隔壁）,,"4516,",,13.8元炝锅烩面单人餐，20.8元精美单人餐，34.8元精美双人餐，68.8元精美三人餐;13.8代15元;,周一至周日 10:30-22:00  非营业时段 2018-02-13至2018-02-23 全天,13676976298/18860386002,35287,,,False,1,69,35287,True,False
小肥羊(百盛店),1161244,牛羊肉火锅,小肥羊,1826094,http://p0.meituan.net/poi/6c2857de867da3c02af425ec28de8d6454072.png,5,63,1,人民路百盛,168,34.75444,113.67234,管城回族区商城路与北顺城街交叉口东南角（百盛商场东门对面）,,"1354,1353,",,双人餐98元，6人餐276元;1代50元，89代100元;,周一至周日 10:00-00:00,0371-65650111,35248,小肥羊以经营特色火锅为主业，兼营小肥羊调味品及专用肉制品的研发、加工及销售业。拥有调味品基地，肉业基地，物流配送中心和外销机构，搭建起从牧场田间到餐桌的食品安全保障体系。以天然、健康的品质，快乐、共享的理念，弘扬中华餐饮文化。,,False,1,57,35248,True,False
真知味快餐,4714402,快餐,,0,,4.2,10,9.1,建业购物广场,3253,34.782731,113.400997,荥阳市广武路与康泰路交叉口向东五十米路北,,,,9.1元这知味套餐，9.1元真知味套餐，9.1元真知味套餐;9.1代13元;,周一至周日 10:30-20:30,15037122201,35224,,,False,0,50,35224,True,False
美盛喜来登大酒店·盛宴标帜餐厅,40600235,综合自助,,0,,5,268,228,郑东新区东建材,166,34.764015,113.754843,金水区金水东路与农业南路交叉口西南角美盛喜来登大酒店内（地铁一号线C出口）,,"1360,1359,",停车位收费标准：提供4小时免费停车卷,单人午/晚餐228元起;,周一至周日 11:30-14:00 17:30-21:30,0371-56967786,35047,,,False,1,104,35047,True,False
清真·兰州五味壹品牛肉面,97388877,面条,,0,,4.1,19,13.6,医学院,167,34.75348,113.64287,二七区大学南路2号楼1-2层101号,,"1351,",,13.6元壹品牛肉面，18元超值单人餐，55.2元超值双人餐;,周一至周日 09:00-02:00,0371-67770533,35032,,,False,1,147,35032,True,False
食欲老院子(农业路店),6745600,豫菜,食欲老院子,1828254,http://p1.meituan.net/poi/880aad0a7fe9ff5e1f148a5e73cade5b256014.png,4.3,51,95,国贸360,166,34.787122,113.675394,金水区农业路文博广场东临路北小巷内,,"4527,",停车位收费标准：免费停车,95代100元;,周一至周日 11:30-14:30 17:30-21:30,0371-86086555,35010,"由一面面斑驳的墙壁围合而成的老院子是我们童年欢乐的居所。 我们曾在院子里的树荫下咿咿呀呀的唱着歌谣；在秋千上荡来荡去；会盯着屋檐上的鸟巢看个不停；会在果实还没有成熟前就摘下来品尝,咬上一口，然后随手扔掉。邀伙伴们一起投沙包、滚铁环、捉迷藏、猜谜语、捉知了、玩泥巴、这一方院子就是孩提时我们的一片乐园。 那个时候的我们，还没有家的概念，只是在院子里快乐的嬉戏、成长。终于有一天，我们融入到了匆忙的人群中，每天仰望着高楼大厦，日夜斟酌着工作计划，而那个被称之为家的老院子，也逐渐被遗忘了。但是这份本属于自己的童真，这种独有的老院子情结，怎能就此掩埋在心底？ 食欲·老院子给你最好的慰藉，这里有淡雅的素瓦白墙；邻里的手工菜肴；有难得的宁静祥和；有悠闲的寸寸时光。迈进食欲·老院子，就等于开启了童年的时光大门，就等于拥有了家的温馨。 食欲·老院子全体员工期待您的光临！",,False,0,149,35010,True,False
佰人王火锅(建设路店),6594428,串串香,佰人王,24411,http://p0.meituan.net/poi/5bd623d67abdaf607e7c5357b60c330640137.png,4.7,41,44,碧沙岗,165,34.755067,113.627491,中原区建设路与嵩山路交叉口向西20米路北,,"1349,",,双人餐50元，4人餐118元，6人餐170元;88代100元;,周一至周日 10:00-02:00  非营业时段 2018-02-14至2018-02-17 全天,18937632250,34874,,,False,0,218,34874,True,False
清真·香源汉斯海鲜烤肉自助餐,159642780,综合自助,,0,,3.7,60,1,海龙时代广场,3253,34.784135,113.425305,荥阳市国泰路豪布斯卡四楼东门,,,,单人午/晚餐1元起;49.9代69元;,周一至周日 10:00-22:00,0371-85213999/15303809088,34927,,,False,0,902,34927,False,False
五谷渔粉(锦艺城店),93155747,米粉,五谷渔粉,1871137,http://p1.meituan.net/poi/e271fba5e5fc88d13cc8ec655d63913670270.png,5,11,10.5,锦艺城,165,34.762931,113.611033,中原区棉纺西路桐柏路交叉口锦艺城二期中国银行北50米路西,,"4664,1347,",,24.6元美味双人套餐;10.5代11元;,周一至周日 10:30-21:30  2019-02-01至2019-02-14 休息,13526692024,34684,,,False,1,70,34684,False,False
可豫酒店(秦岭路店),6602932,豫菜,,0,,4.7,49,92,中原区,165,34.721785,113.602987,中原区秦岭路与航海路交叉口向北50米路西（航海路口北侧）,,,免费停车,92代100元;,周一至周日 11:00-14:30 17:30-21:00,0371-66310888,34677,河南鲁班张餐饮有限公司由张书安先生始创于1995年，经过19年的发展，现已成为河南省知名餐饮企业，旗下拥有十家直营店，分别为鲁班酒店、玺园烩面、鲁班喜悦酒店、鲁班小馆、鲁班福捞、鲁班豫菜尚品、鲁班时尚汇等。 鲁班张主要经营业态为中式正餐和火锅，公司出品部门技术力量雄厚，烹饪大师陈伟、名厨陈伟先生担任出品总监，名厨陈广辉、王鹏、郑国栋等为技术骨干，对出品要求精益求精。鲁班张有诸多菜品，如红烧“黄河金”鲤鱼，鲁班海参捞面、干煸翅中、鲁班富贵鸡、扒羊肉、鲁班烤鸭、红烧麒麟面、香煎藕饼、酸辣乌鱼蛋汤，清汤鸡豆花、一品禅汤等，畅销多年，深受顾客喜爱。,,False,0,68,34677,True,False
华莱士(河阴路店),4407246,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.4,15,9.9,荥阳市人民医院,3253,34.789801,113.389539,荥阳市河阴路与索河路交叉口北200米路东,,,,9.9元华莱士9.6元华香脆骨串4串，14.9元鸡腿堡骨肉相连，16.9元超值双堡套餐，18.9元香辣鸡腿堡套餐，21.9元超“鸡”喜欢，29.9元超值双人套餐，33.9元美味双人套餐，65.9元全家福套餐;,周一至周日 09:00-23:00  2019-02-05至2019-02-07 休息,15538355992,34610,,,False,1,31,34610,True,False
锅大侠市集火锅(中原万达店),98484966,四川火锅,,0,,5,39,89,中原万达,165,34.746821,113.600624,中原区中原路华山路交叉口中原万达百货三楼3067B号（大玩家旁边）,3,,,2-3人餐89元，4-5人餐168元，6-8人餐243元，8-10人餐319元;90代100元，178代200元;,周一至周日 10:00-22:30,0371-55981386/18637937142,34456,,,False,0,323,34456,False,False
